Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,Log_Return,Trading_Range,Price_Change,Volatility20,MA20,MA50,MA200,EMA20,Target
2015-12-04,208.23471069335935,220.6856231689453,223.1428985595703,219.75987243652344,222.2514190673828,13443688,-0.01202414967327059,-0.012097024522144237,3.383026123046875,-1.5657958984375,0.016252942757539378,217.79119338989258,211.28331695556642,208.95279769897462,218.61024989288777,0
2015-12-07,205.344482421875,217.62261962890625,222.41143798828125,217.0968780517578,220.6856231689453,14483909,-0.013879488369272663,-0.013976709098876935,5.3145599365234375,-3.0630035400390625,0.016125962765558877,217.79976577758788,211.54230163574218,209.01148643493653,218.51618986774665,0
2015-12-08,202.9395751953125,215.07391357421875,217.97691345214844,213.97671508789065,216.90257263183597,7532164,-0.011711586134904528,-0.011780706966202337,4.000198364257784,-1.828659057617216,0.015956096908675672,217.8489112854004,211.82940216064452,209.04777404785156,218.1883540302678,0
2015-12-09,197.5474090576172,209.3593292236328,215.65679931640625,208.6621551513672,213.99957275390625,9174419,-0.026570327640473845,-0.026929698834395083,6.9946441650390625,-4.6402435302734375,0.01653522882760057,217.43174667358397,212.1402752685547,209.04594535827636,217.34749452487398,1
2015-12-10,204.97781372070312,217.2340240478516,218.0226287841797,210.2965240478516,210.86798095703125,18592203,0.03761329792859258,0.03692316998326196,7.726104736328097,6.366043090820341,0.01861851436438644,217.30716857910156,212.59744171142577,209.10029098510742,217.33668781277663,1
2015-12-11,205.53858947753903,217.82833862304688,219.21127319335935,215.5310821533203,217.55404663085935,18155513,0.0027358263872345745,0.0027320908259044797,3.680191040039034,0.2742919921875284,0.016112742773458782,217.6523292541504,213.1259259033203,209.1589225769043,217.38351169946904,1
2015-12-14,206.0023498535156,218.31979370117188,220.23989868164065,216.23968505859372,216.6054229736328,10563900,0.002256157675496251,0.002253616373435539,4.000213623046932,1.7143707275390625,0.015960815578402027,217.90434188842772,213.6784115600586,209.2195542907715,217.47268141391692,1
2015-12-15,210.4886474609375,223.07432556152344,223.5429229736328,217.98834228515625,218.7541046142578,15718833,0.021777832324536783,0.021544082948884713,5.5545806884765625,4.320220947265625,0.016605508312518304,218.3797950744629,214.29627197265626,209.3370460510254,218.00617133273659,1
2015-12-16,211.08175659179688,223.7029266357422,225.73731994628903,222.52572631835935,223.07432556152344,12097338,0.0028178996961503167,0.002813936859639849,3.2115936279296875,0.62860107421875,0.016459926859969172,218.9615394592285,214.8281851196289,209.4824249267578,218.54871945683237,1
2015-12-17,217.77882385253903,230.8004302978516,232.01193237304688,223.55435180664065,224.02294921875,19369032,0.03172736167938628,0.031234447737320647,8.457580566406222,6.777481079101591,0.016974472217661414,220.0781677246094,215.49107635498046,209.6747205352783,219.71554906073897,0
2015-12-18,213.9396209716797,226.73165893554688,230.6404266357422,226.2973480224609,229.4517974853516,16016139,-0.01762895917071694,-0.017786200006964962,4.343078613281278,-2.720138549804716,0.017042311632607058,220.7313446044922,215.9660723876953,209.84472930908203,220.38375000119686,1
2015-12-21,213.98275756835935,226.77737426757807,228.35459899902344,225.005859375,225.81732177734372,12331769,0.0002016274756062586,0.00020160715151868266,3.3487396240234375,0.9600524902343466,0.016892777800937835,221.24851455688477,216.39603729248046,210.0162809753418,220.99266659799508,0
2015-12-22,212.94744873046875,225.68017578125,229.177490234375,224.92584228515625,226.9373779296875,11579277,-0.004838218494555235,-0.004849960562759798,4.25164794921875,-1.2572021484375,0.01692839665996741,221.63196334838867,216.73205474853515,210.1668601989746,221.43909604401935,1
2015-12-23,216.5062713623047,229.4517974853516,230.160400390625,226.2973480224609,226.70880126953125,12919467,0.016712241963855012,0.016574129107627438,3.863052368164091,2.742996215820341,0.01701734164894818,222.04455642700196,217.25642456054686,210.32635414123536,222.2022104670034,0
2015-12-24,215.80528259277344,228.7088928222656,230.22897338867188,227.7374267578125,229.4746551513672,11901877,-0.003237737386360684,-0.0032429901992691514,2.491546630859375,-0.7657623291015909,0.01640132111288981,222.1805633544922,217.77393676757814,210.44035995483398,222.82189450083789,1
2015-12-28,217.9298095703125,230.96044921875,231.7261962890625,228.5831756591797,228.72032165527344,12885935,0.009844638608933032,0.00979649586170027,3.1430206298828125,2.2401275634765625,0.016329197578603506,222.53886795043945,218.31636474609374,210.58042434692382,223.59699495016287,1
2015-12-29,219.0082550048828,232.10336303710935,232.8576812744141,230.2175445556641,230.96044921875,14913870,0.004948526131748565,0.004936322420009164,2.64013671875,1.1429138183593466,0.016007534450243516,223.0908966064453,218.873193359375,210.7295177459717,224.40712524415775,0
2015-12-30,216.65725708007807,229.6118011474609,232.24050903320312,229.04034423828125,232.01193237304688,8151610,-0.010734708265515702,-0.010792740929091214,3.200164794921875,-2.400131225585966,0.01626489688116524,223.5320617675781,219.33744567871094,210.88363998413087,224.90280866351998,1
2015-12-31,218.83567810058597,231.9204864501953,233.08627319335935,228.37745666503903,229.36036682128903,18483713,0.010054732775915731,0.01000452025213938,4.7088165283203125,2.5601196289062784,0.016192360589676158,223.95093994140626,219.84444305419922,211.0613062286377,225.57115892891764,1
2016-01-01,218.9974822998047,232.0919342041016,232.9033966064453,230.4575653076172,230.8232879638672,5416562,0.0007392523037981213,0.000738979191404808,2.445831298828125,1.2686462402344034,0.016182485697939824,224.386962890625,220.30412384033204,211.2434870147705,226.19218514560183,0
2016-01-04,214.6729431152344,227.5088348388672,231.7376251220703,225.5430145263672,229.72608947753903,30170947,-0.01974691357091296,-0.019944489200435067,6.194610595703125,-2.2172546386718466,0.016621917245777853,224.7281234741211,220.44950256347656,211.39378044128418,226.31758035448425,1
2016-01-05,216.7974548339844,229.7603759765625,230.86900329589844,227.89743041992188,228.65174865722656,14946239,0.009896499796546276,0.009847850153236446,2.9715728759765625,1.1086273193359375,0.016299589477085374,225.33501129150392,220.67099945068358,211.5709895324707,226.64546565182502,1
2016-01-06,222.63177490234372,235.9435577392578,237.36077880859372,228.6746063232422,230.3204040527344,26759864,0.026911436475565598,0.02655569205323768,8.686172485351534,5.623153686523409,0.016765773970972477,226.37849349975585,221.02393188476563,211.7882578277588,227.53099823158053,0
2016-01-07,218.5445098876953,231.6119079589844,234.98350524902344,230.42327880859372,233.3948516845703,19739943,-0.018358838960376822,-0.018529453865129126,4.560226440429716,-1.782943725585909,0.016042742108208576,227.49112243652343,221.28725982666015,211.96700988769533,227.9196563008571,1
2016-01-08,221.24058532714844,234.4691925048828,236.1035614013672,232.4005126953125,233.15484619140625,21313199,0.012336518321002687,0.012261043575277214,3.7030487060546875,1.3143463134765625,0.01424892517981864,228.352880859375,221.66625061035157,212.1465619659424,228.54342165362146,1
2016-01-11,226.81614685058597,240.3780670166016,242.4810333251953,231.09759521484372,232.2290802001953,29016443,0.025201069908558305,0.024888759116830906,11.383438110351591,8.148986816406278,0.015015463476862067,229.48036727905273,222.1785055541992,212.36994483947754,229.67053073581005,0
2016-01-12,225.48963928222656,238.9722900390625,243.5325164794922,237.9779510498047,241.1552581787109,23373377,-0.005848191538381897,-0.005865359176328603,5.5545654296875,-2.182968139648409,0.015202843938854694,230.51299209594725,222.67453125,212.58864181518555,230.55641257421505,1
2016-01-13,232.26220703125,246.14979553222656,249.09852600097656,239.37229919433597,240.720947265625,71802356,0.03003488601959181,0.029592671589905344,9.726226806640597,5.4288482666015625,0.0157934172899577,231.66676559448243,223.29559173583985,212.8571127319336,232.04149666545425,0
2016-01-14,228.98377990722656,242.67532348632807,247.09841918945312,240.7095184326172,243.1782073974609,27823189,-0.014115274962491764,-0.014215842940875337,6.3889007568359375,-0.5028839111328409,0.01636307384210016,232.61538543701172,223.81653259277343,213.10135383605956,233.05424207696606,1
2016-01-15,231.4964904785156,245.33831787109372,249.04136657714844,243.57823181152344,244.52685546875,28767318,0.010973486494252782,0.010913714664039563,5.463134765625,0.8114624023437216,0.015138047691541588,233.34227981567383,224.33541625976562,213.3623957824707,234.22415405735916,0
2016-01-18,219.32098388671875,232.43479919433597,247.77273559570312,230.4347076416016,245.72691345214844,27254669,-0.052594795581575426,-0.05402839513790497,17.338027954101534,-13.292114257812472,0.019152910938800158,233.62743682861327,224.5623992919922,213.57674964904785,234.05373930849981,1
2016-01-19,225.0906219482422,238.5494079589844,239.96661376953125,231.8061981201172,235.21209716796875,21489315,0.026306769837575406,0.0259666980012547,8.160415649414062,3.3373107910156534,0.01993897334086111,234.2160385131836,224.98436401367186,213.8417918395996,234.48189822759358,0
2016-01-20,216.6680450439453,229.62322998046875,236.56072998046875,226.2973480224609,236.56072998046875,45114225,-0.0374185710829783,-0.03813661492647015,10.263381958007841,-6.9375,0.02183053501712756,234.41319122314454,225.29500854492187,214.06328895568848,234.01916791834358,0
2016-01-21,212.2787933349609,224.9715576171875,234.4691925048828,223.25718688964844,232.5948181152344,31768619,-0.020257847447215593,-0.020465851576949294,11.212005615234375,-7.623260498046903,0.022003107413883994,234.18917922973634,225.44038726806642,214.24409820556642,233.1574907468049,1
2016-01-22,216.58177185058597,229.53179931640625,231.09759521484372,227.22311401367188,227.22311401367188,23682648,0.020270303266417766,0.02006759539140364,3.8744812011718466,2.308685302734375,0.022486000139402655,234.23032455444337,225.63651153564453,214.4362223815918,232.81218680105266,0
2016-01-25,216.53863525390625,229.486083984375,232.86911010742188,228.5831756591797,230.86900329589844,13099564,-0.00019916775003459009,-0.00019918758656482547,4.2859344482421875,-1.3829193115234375,0.02237637695075549,234.1566062927246,226.00773071289063,214.64114723205566,232.4954151042262,0
2016-01-27,215.5464782714844,228.43460083007807,230.86900329589844,227.8860015869141,230.4347076416016,17251028,-0.004581903774036777,-0.004592432869646426,2.9830017089843466,-2.0001068115235228,0.02236512967506987,233.97316818237306,226.31083190917968,214.83144271850585,232.10867088764067,1
2016-01-28,219.33177185058597,232.44622802734372,233.56629943847656,227.9202880859375,228.811767578125,23074633,0.017561381606325588,0.01740896241810158,5.6460113525390625,3.6344604492187216,0.02258133057064041,234.1148895263672,226.68845123291015,215.00402297973633,232.14081918666,1
2016-01-29,223.3219757080078,236.67501831054688,237.72650146484372,232.6976776123047,232.91482543945312,19177163,0.01819255282862975,0.01802904840379167,5.028823852539034,3.76019287109375,0.0228277359073056,234.35261611938478,227.1805908203125,215.16437408447266,232.5726476746492,0
2016-02-01,222.22198486328125,235.50924682617188,238.1379547119141,234.4234771728516,237.71507263183597,9918809,-0.004925621185947748,-0.004937792040441995,3.7144775390625,-2.205825805664091,0.022869710316552386,234.5234817504883,227.72141845703126,215.3083243560791,232.85232378431803,0
2016-02-02,215.93472290039065,228.84605407714844,236.0807037353516,226.41163635253903,235.50924682617188,14771279,-0.02829270119462235,-0.02870065278759715,9.669067382812557,-6.6631927490234375,0.023352128494129803,234.59034271240233,228.0249771118164,215.3982147216797,232.4707742883971,0
2016-02-03,211.6748809814453,224.3315277099609,227.2116851806641,222.8686065673828,225.84017944335935,15691478,-0.019727350709160985,-0.01992453244965521,4.343078613281278,-1.5086517333984375,0.0236657914112639,234.31890029907225,228.1829281616211,215.46421806335448,231.69560794759366,0
2016-02-04,209.8739471435547,222.42286682128903,228.811767578125,220.74278259277344,225.84017944335935,18203784,-0.008508215087535964,-0.008544616571019884,8.068984985351562,-3.4173126220703125,0.022781711852739268,233.64286575317382,228.27116149902344,215.51530639648436,230.81248974508847,0
2016-02-05,209.41018676757807,221.9314117431641,224.4686737060547,219.75987243652344,223.8057861328125,20998404,-0.00220955284476132,-0.0022119975083877094,4.70880126953125,-1.874374389648409,0.022481623520602546,233.15884094238282,228.285791015625,215.56565185546876,229.96667279252424,0
2016-02-08,207.2856903076172,219.67987060546875,225.1087188720703,218.97125244140625,221.9771270751953,12078110,-0.010145211621962691,-0.010197025017853781,6.1374664306640625,-2.2972564697265625,0.022294113939661072,232.41937484741212,228.15961334228516,215.65182777404786,228.98697734613802,0
2016-02-09,206.5199737548828,218.86839294433597,221.45138549804688,217.15402221679688,217.81690979003903,19603494,-0.003693909955865493,-0.0037007492890285777,4.29736328125,1.0514831542969318,0.021282730208996403,231.34389114379883,228.06109405517577,215.74446113586427,228.02330264120448,1
2016-02-10,207.6307678222656,220.04559326171875,222.41143798828125,216.84542846679688,217.5426177978516,16883350,0.005378576145904201,0.005364163262654497,5.566009521484375,2.502975463867159,0.02139193445829054,230.39755630493164,228.0407501220703,215.83920883178712,227.26352079553916,0
2016-02-11,199.41310119628903,211.33657836914065,220.7999267578125,209.2678985595703,220.09130859375,17114833,-0.039578229054647474,-0.040382746269152205,11.532028198242188,-8.754730224609347,0.021243049101816163,228.65689544677736,227.85171173095702,215.89349731445313,225.74666913588217,0
2016-02-12,195.53073120117188,207.2220764160156,213.4738311767578,203.0047149658203,213.4738311767578,29319458,-0.019468953197199323,-0.019660969591249494,10.4691162109375,-6.251754760742216,0.021365786622066164,226.8842330932617,227.5252947998047,215.92509895324707,223.9824222101806,1
2016-02-15,204.2013702392578,216.4111175537109,217.4626007080078,209.83935546875,209.83935546875,19283523,0.04434392945299681,0.04338886955081968,7.6232452392578125,6.571762084960909,0.024032899179175154,225.43787307739257,227.38608764648438,216.00676025390624,223.2613455762311,0
2016-02-16,200.70726013183597,212.7080841064453,218.9826812744141,211.8966064453125,217.40545654296875,13024856,-0.017111105423438078,-0.01725919210339466,7.086074829101591,-4.6973724365234375,0.02159660020052383,224.45153732299804,227.22653686523438,216.08144981384277,222.25627305529912,1
2016-02-17,205.46311950683597,217.7483367919922,218.85696411132807,209.4736175537109,213.7481231689453,15442221,0.02369563294559396,0.023419248983130025,9.383346557617159,4.000213623046875,0.021409534480368884,223.41148376464844,227.2290512084961,216.19871299743653,221.82694579212705,0
2016-02-18,202.7670440673828,214.89105224609372,221.42852783203125,213.953857421875,220.1141662597656,14433087,-0.013121958073222584,-0.013208811593926034,7.47467041015625,-5.223114013671875,0.020081555367931568,222.67487487792968,227.2253939819336,216.2875747680664,221.16638450202865,1
2016-02-19,203.6837310791016,215.86251831054688,217.7826232910156,214.26243591308597,214.86819458007807,10235503,0.004520737621688475,0.004510549780199211,3.5201873779296307,0.9943237304688068,0.019729797703729682,222.21942291259765,227.35545776367186,216.34860641479492,220.6612543885542,1
2016-02-22,207.55528259277344,219.9655914306641,221.33709716796875,215.8053741455078,215.8053741455078,12770834,0.01900780715535988,0.01882941579647828,5.5317230224609375,4.160217285156278,0.019657084155735558,221.74111251831056,227.41008911132812,216.42878196716308,220.59500077351703,0
2016-02-23,204.8268585205078,217.0740203857422,221.0856475830078,215.49679565429688,220.14845275878903,18989787,-0.01314556074936546,-0.013232728387482495,5.5888519287109375,-3.0744323730468466,0.019809208293628422,221.1205093383789,227.39500274658204,216.50810035705567,220.25966930801465,1
2016-02-24,205.4739227294922,217.759765625,219.1083984375,215.32534790039065,215.98825073242188,15186204,0.003159038737289954,0.0031540594581525964,3.7830505371093466,1.771514892578125,0.019843844413936242,220.586767578125,227.38380218505858,216.60170516967773,220.02158324296562,0
2016-02-25,203.6297607421875,215.8053741455078,218.6512451171875,215.0624847412109,218.11407470703125,24826958,-0.008974988900648517,-0.0090155067270848,3.588760375976591,-2.3087005615234375,0.01933333914400188,219.7547248840332,227.2384231567383,216.66387977600098,219.6200395193982,1
2016-02-26,204.97781372070312,217.2340240478516,219.1541290283203,215.85108947753903,217.8397674560547,8349402,0.006620084916794111,0.006598268386565384,3.3030395507812784,-0.6057434082030966,0.01881521638687843,218.78267517089844,227.10904510498048,216.7260543823242,219.3927999506795,1
2016-02-29,208.49349975585935,220.95993041992188,227.3488311767578,213.7252655029297,217.451171875,31032353,0.017151578296268788,0.017006150499493115,13.623565673828125,3.508758544921875,0.019403207496431242,218.05520935058593,226.91223510742188,216.83800300598145,219.54205047155972,1
2016-03-01,211.65333557128903,224.3086700439453,225.16586303710935,220.5027618408203,220.51419067382807,16453192,0.015155415815253592,0.015041719802035015,4.663101196289034,3.7944793701172443,0.018847242177861663,217.82834014892578,226.86377532958986,216.94795150756835,219.99601424035836,1
2016-03-02,216.01022338867188,228.92605590820312,229.8975372314453,225.6687469482422,226.96023559570312,20105967,0.020584963850720506,0.020375956882652903,4.228790283203125,1.9658203125,0.018875770411095474,218.05806655883788,226.90674896240233,217.08887306213379,220.84649439920074,1
2016-03-03,218.458251953125,231.52047729492188,232.6976776123047,228.01171875,230.86900329589844,15880459,0.011333010462378779,0.011269273005423207,4.6859588623046875,0.6514739990234375,0.018861013334102925,218.51294708251953,227.02355499267577,217.24762413024902,221.8630641987932,0
2016-03-04,217.06707763671875,230.04611206054688,232.01193237304688,229.3832244873047,231.7833404541016,8987660,-0.006368185015863115,-0.00638854840397822,2.6287078857421875,-1.737228393554716,0.01893467467265634,218.91868209838867,227.03544128417968,217.37888801574707,222.6424020903888,1
2016-03-08,221.5102386474609,234.7549285888672,235.6463928222656,230.29754638671875,230.29754638671875,13222993,0.020469011565303008,0.020262336873639077,5.348846435546847,4.4573822021484375,0.019140292631425904,219.67243499755858,227.15636199951172,217.5291242980957,223.79597604262483,1
2016-03-09,224.6808013916016,238.11509704589844,238.61798095703125,232.83482360839844,233.15484619140625,11854901,0.01431351613033005,0.01421204488564135,5.7831573486328125,4.9602508544921875,0.019207604411559793,220.63477020263673,227.2994549560547,217.68096069335937,225.1597018524604,0
2016-03-10,218.2209625244141,231.2690277099609,239.0751495361328,230.6404266357422,238.19509887695312,20706353,-0.028751093151468288,-0.0291725028107905,8.434722900390625,-6.926071166992216,0.020582802174102913,221.19594192504883,227.28276824951172,217.81239601135255,225.74154241031758,1
2016-03-11,218.8141326904297,231.8976287841797,235.3378143310547,231.00616455078125,231.98907470703125,15319044,0.0027180512688760317,0.0027143640473861093,4.3316497802734375,-0.0914459228515625,0.018025107377589767,222.22399444580077,227.3284848022461,217.93885963439942,226.3278363506854,1
2016-03-14,219.94650268554688,233.0977020263672,234.6177673339844,231.5433349609375,232.94911193847656,11880095,0.005175012993791306,0.0051616686324113155,3.0744323730469034,0.148590087890625,0.017096714123955997,223.51777572631835,227.35202911376953,218.0820098876953,226.97258546265508,1
2016-03-15,220.10824584960935,233.2691345214844,234.94921875,232.0347900390625,234.0691680908203,10487788,0.0007354533898313864,0.0007351830765141899,2.9144287109375,-0.8000335693359091,0.014544682206265785,224.36067657470704,227.3755731201172,218.23733215332032,227.5722568015912,1
2016-03-16,220.3778533935547,233.5548553466797,234.48062133789065,229.82896423339844,233.3834228515625,11064129,0.0012248548260849201,0.0012241053033876597,4.651657104492216,0.1714324951171875,0.013707116380223592,225.40301513671875,227.49649353027343,218.39328300476075,228.14202809159963,0
2016-03-17,221.60498046875,232.24050903320312,237.0178985595703,231.326171875,234.7549285888672,16832997,-0.005627570069248189,-0.005643464501092154,5.6917266845703125,-2.5144195556640625,0.013133030559565134,226.12762374877929,227.54609619140626,218.553519821167,228.53235960984756,1
2016-03-18,224.0478363037109,234.80064392089844,235.47496032714844,232.17193603515625,232.75482177734372,14030979,0.011023636222435629,0.010963318817902799,3.3030242919921875,2.045822143554716,0.012643792031731231,227.12310333251952,227.52323791503906,218.72518577575684,229.1293390680429,1
2016-03-21,226.2508087158203,237.1093292236328,238.0693817138672,233.783447265625,234.9720764160156,12708074,0.009832533949575284,0.009784509134789296,4.2859344482421875,2.137252807617216,0.012699557135036668,228.18544387817383,227.63318634033203,218.87953659057618,229.88933813048004,1
2016-03-22,228.5519561767578,239.52088928222656,240.52664184570312,236.73216247558597,237.04075622558597,15333442,0.010170667120057653,0.010119293924696073,3.794479370117159,2.4801330566405966,0.012326805706012776,229.16320877075196,227.7342202758789,219.05005966186525,230.80662871636068,0
2016-03-23,224.4840850830078,235.2578125,239.30372619628903,233.7034454345703,239.30372619628903,16806372,-0.01779835067831348,-0.017958646166748745,5.600280761718722,-4.045913696289034,0.012712057451293349,230.07239837646483,227.63181518554688,219.20189605712892,231.2305509814692,0
2016-03-28,222.56466674804688,233.24627685546875,235.8292694091797,232.16050720214844,235.440673828125,18070240,-0.008550345780891977,-0.00858710970019752,3.66876220703125,-2.19439697265625,0.013023852111622382,230.8467239379883,227.517294921875,219.32498809814453,231.42252487423107,1
2016-03-29,226.02178955078125,236.86932373046875,238.1836700439453,233.2005615234375,234.02345275878903,15871250,0.01553313915164889,0.015413734840803687,4.9831085205078125,2.845870971679716,0.012938845612403193,231.89992141723633,227.33168548583984,219.47185279846192,231.9412676224442,1
